transaction_text,category
Big Bazaar #8010,Shopping
Netflix #4338,Entertainment
Deliveroo #4329,Food Delivery
Lyft #1591,Transport
ExxonMobil #9961,Fuel
Medlife #1561,Healthcare
UNICEF #8962,Donations
edX #5377,Education
Deliveroo #9745,Food Delivery
Cable TV Bill #1426,Bills & Utilities
Airbnb #6791,Travel
Adidas #2337,Shopping
Dominos #7909,Coffee & Dining
Amazon Fresh #3313,Groceries
Punjab National Bank ATM #6687,Cash Withdrawal
Carrefour #1163,Groceries
Cable TV Bill #2768,Bills & Utilities
Aditya Birla Sun Life #4747,Insurance
Tata AIA #7486,Insurance
Electricity Bill #3867,Bills & Utilities
DoorDash #1883,Food Delivery
Punjab National Bank ATM #4735,Cash Withdrawal
Kotak ATM #5542,Cash Withdrawal
Toppr #4704,Education
Ola #7981,Transport
ICICI ATM #2957,Cash Withdrawal
Zomato #3184,Food Delivery
OYO #9120,Travel
Max Life #8362,Insurance
D-Mart Fresh #7454,Groceries
Chegg #2253,Education
Amazon Prime #5712,Entertainment
D-Mart #9826,Shopping
Max Life #3606,Insurance
Quizlet #8236,Education
HDFC Insurance #3183,Insurance
AIIMS #6043,Healthcare
Samsung Store #8864,Electronics
Big Bazaar #8685,Shopping
Xiaomi Store #6574,Electronics
ExxonMobil #9306,Fuel
Indian Oil #1523,Fuel
BP #4336,Fuel
UNICEF #7932,Donations
Apple Store #6746,Electronics
Xiaomi Store #7460,Electronics
Flipkart Electronics #1186,Electronics
Grab #8310,Transport
Grofers #7305,Groceries
Khan Academy #1184,Education
Quizlet #5908,Education
Kotak ATM #8107,Cash Withdrawal
Best Buy #7855,Shopping
SonyLIV #6135,Entertainment
Red Cross #3607,Donations
Just Eat #8805,Food Delivery
Flipkart Electronics #1251,Electronics
Hyatt #4841,Travel
Spotify #5588,Entertainment
Bolt #7821,Transport
Total Petrol #1062,Fuel
Uber Eats #9493,Food Delivery
BPCL #4286,Fuel
HDFC ATM #8641,Cash Withdrawal
Indian Oil #3659,Fuel
Auto Rickshaw #4366,Transport
Unacademy #7958,Education
Postmates #5389,Food Delivery
Uber Eats #9021,Food Delivery
Starbucks #3528,Coffee & Dining
Deliveroo #7320,Food Delivery
Byju's #8224,Education
Shell Petrol #7104,Fuel
Amazon Electronics #8301,Electronics
D-Mart Fresh #9723,Groceries
Kotak ATM #4919,Cash Withdrawal
Gas Bill #1456,Bills & Utilities
Deliveroo #8333,Food Delivery
Bajaj Allianz #5767,Insurance
Goibibo #4277,Travel
Pizza Hut #3908,Coffee & Dining
UNICEF #6055,Donations
ICICI ATM #6930,Cash Withdrawal
SBI Life #5808,Insurance
Grubhub #7089,Food Delivery
Zomato #9725,Food Delivery
Burger King #9401,Coffee & Dining
Walmart Electronics #6350,Electronics
Apple Store #1803,Electronics
Child Rights and You #5900,Donations
OYO #3678,Travel
Max Hospital #7622,Healthcare
Taxi #6037,Transport
Uber #9541,Transport
Dunzo #1690,Food Delivery
Electricity Bill #5749,Bills & Utilities
Aldi #4736,Groceries
Walmart #4162,Shopping
edX #4959,Education
Spotify #8109,Entertainment
Shell Petrol #7591,Fuel
Reliance Trends #3514,Shopping
Carrefour #5846,Groceries
Fortis Hospital #5859,Healthcare
Total Petrol #6588,Fuel
Akshaya Patra #7505,Donations
Gas Bill #1652,Bills & Utilities
Grubhub #5272,Food Delivery
Landline Bill #4996,Bills & Utilities
Lidl #5498,Groceries
Dunzo #8858,Food Delivery
Broadband Bill #9550,Bills & Utilities
Caltex #7061,Fuel
Hilton #6320,Travel
OYO #3086,Travel
Postmates #3859,Food Delivery
Booking.com #8473,Travel
Pizza Hut #9186,Coffee & Dining
SBI ATM #1805,Cash Withdrawal
Booking.com #4743,Travel
GiveIndia #7785,Donations
Lidl #7991,Groceries
McDonalds #5503,Coffee & Dining
Amazon #1622,Shopping
OYO #8171,Travel
Subway #3991,Coffee & Dining
BookMyShow #2551,Entertainment
Hotstar #4547,Entertainment
Starbucks #4892,Coffee & Dining
Just Eat #1712,Food Delivery
LIC #6816,Insurance
MakeMyTrip #4529,Travel
KFC #7146,Coffee & Dining
Child Rights and You #7320,Donations
Uber #5197,Transport
Amazon Electronics #3793,Electronics
Total Petrol #2250,Fuel
LIC #4303,Insurance
Big Bazaar #3250,Shopping
Punjab National Bank ATM #9557,Cash Withdrawal
Uber Eats #7109,Food Delivery
Gas Bill #4366,Bills & Utilities
Internet Bill #9593,Bills & Utilities
BPCL #6442,Fuel
Red Cross #1673,Donations
Grubhub #2155,Food Delivery
Hilton #3420,Travel
D-Mart #8774,Shopping
Shell Petrol #1775,Fuel
Best Buy Electronics #6705,Electronics
Walmart Grocery #7921,Groceries
Child Rights and You #3718,Donations
Just Eat #5204,Food Delivery
Toppr #4114,Education
Postmates #1276,Food Delivery
HDFC Insurance #6925,Insurance
Apple TV+ #4693,Entertainment
Hyatt #5277,Travel
AIIMS #7704,Healthcare
Save the Children #3632,Donations
HelpAge India #7327,Donations
Costa Coffee #6288,Coffee & Dining
Apollo Pharmacy #1398,Healthcare
Taj Hotels #6397,Travel
Netflix #2905,Entertainment
Xiaomi Store #6862,Electronics
Shell Petrol #1701,Fuel
LIC #3267,Insurance
Nike #3294,Shopping
Aditya Birla Sun Life #9641,Insurance
Grab #5917,Transport
Target Electronics #7152,Electronics
Netflix #7010,Entertainment
Pharmeasy #5404,Healthcare
Hotstar #8465,Entertainment
Save the Children #5000,Donations
Flipkart #9118,Shopping
Carrefour #6684,Groceries
BigBasket #6718,Groceries
Udemy #9060,Education
Starbucks #1495,Coffee & Dining
SBI Life #7085,Insurance
Tata AIA #4228,Insurance
Kotak ATM #3306,Cash Withdrawal
HDFC ATM #7383,Cash Withdrawal
Canara Bank ATM #2438,Cash Withdrawal
Lidl #7722,Groceries
Bank of Baroda ATM #5420,Cash Withdrawal
McDonalds #8571,Coffee & Dining
Big Bazaar #6457,Shopping
Vedantu #5825,Education
Red Cross #1597,Donations
Deliveroo #5369,Food Delivery
AIIMS #7444,Healthcare
Bolt #6573,Transport
Save the Children #5640,Donations
SonyLIV #3346,Entertainment
Reliance Fresh #9052,Groceries
DoorDash #9875,Food Delivery
Coursera #1316,Education
Child Rights and You #8203,Donations
Expedia #3589,Travel
Max Life #9709,Insurance
Kotak ATM #4526,Cash Withdrawal
Uber Eats #2734,Food Delivery
Netflix #7942,Entertainment
HDFC ATM #5122,Cash Withdrawal
MakeMyTrip #9611,Travel
Rapido #7585,Transport
Aditya Birla Sun Life #3872,Insurance
Amazon Electronics #3651,Electronics
Grubhub #4591,Food Delivery
Amazon Electronics #5732,Electronics
Hilton #4296,Travel
Kotak ATM #4143,Cash Withdrawal
Disney+ #5341,Entertainment
Manipal Hospital #3429,Healthcare
BigBasket #1554,Groceries
Akshaya Patra #8833,Donations
Kotak ATM #4852,Cash Withdrawal
Amazon #4882,Shopping
Rapido #6736,Transport
Airbnb #8711,Travel
Internet Bill #4159,Bills & Utilities
Coursera #5335,Education
Chegg #1461,Education
Dunzo #4563,Food Delivery
Shell Petrol #7214,Fuel
Ola #6433,Transport
Hotstar #7293,Entertainment
SonyLIV #4997,Entertainment
D-Mart #6563,Shopping
Save the Children #1264,Donations
Samsung Store #1901,Electronics
Swiggy #8886,Food Delivery
UNICEF #9336,Donations
Taxi #3574,Transport
Lyft #3340,Transport
Apollo Pharmacy #3121,Healthcare
Pizza Hut #9327,Coffee & Dining
SBI ATM #9188,Cash Withdrawal
Taxi #4194,Transport
Aditya Birla Sun Life #3600,Insurance
Hilton #8024,Travel
ICICI Prudential #4061,Insurance
Zomato #4047,Food Delivery
D-Mart Fresh #2701,Groceries
Electricity Bill #5474,Bills & Utilities
Save the Children #8822,Donations
Punjab National Bank ATM #7306,Cash Withdrawal
Netflix #4693,Entertainment
Shell Petrol #9124,Fuel
Best Buy Electronics #8654,Electronics
Broadband Bill #6416,Bills & Utilities
Best Buy Electronics #8250,Electronics
Narayana Health #4651,Healthcare
Child Rights and You #3551,Donations
Pizza Hut #9227,Coffee & Dining
ICICI ATM #9191,Cash Withdrawal
Expedia #2867,Travel
SBI ATM #9562,Cash Withdrawal
Hilton #8656,Travel
Grab #7896,Transport
Udemy #2737,Education
Uber #5954,Transport
Expedia #9610,Travel
Ola #7889,Transport
Mobile Recharge #9203,Bills & Utilities
Swiggy #8046,Food Delivery
McDonalds #4373,Coffee & Dining
Cable TV Bill #7039,Bills & Utilities
ICICI ATM #9678,Cash Withdrawal
Bajaj Allianz #2341,Insurance
Internet Bill #2376,Bills & Utilities
Amazon Prime #9066,Entertainment
ICICI ATM #5038,Cash Withdrawal
Xiaomi Store #1001,Electronics
Apollo Pharmacy #2466,Healthcare
Khan Academy #1065,Education
Ola #2406,Transport
Max Life #9794,Insurance
Gas Bill #4881,Bills & Utilities
AIIMS #1833,Healthcare
Best Buy #6605,Shopping
Aditya Birla Sun Life #7399,Insurance
Taxi #1541,Transport
Foodpanda #3438,Food Delivery
Grofers #1547,Groceries
DoorDash #4581,Food Delivery
Uber #2475,Transport
Akshaya Patra #8422,Donations
DoorDash #8115,Food Delivery
ICICI ATM #9411,Cash Withdrawal
Ola #2463,Transport
Hulu #2179,Entertainment
Red Cross #1579,Donations
Khan Academy #1754,Education
Grab #4798,Transport
Bank of Baroda ATM #3184,Cash Withdrawal
Zee5 #5107,Entertainment
Quizlet #9950,Education
Tesco #5555,Groceries
ICICI ATM #5739,Cash Withdrawal
Marriott #9178,Travel
Target #8749,Shopping
Netmeds #1875,Healthcare
Myntra #4058,Shopping
Khan Academy #1404,Education
MakeMyTrip #8741,Travel
Khan Academy #6171,Education
Amazon Prime #1995,Entertainment
Ola #2929,Transport
Walmart #2239,Shopping
Bajaj Allianz #1817,Insurance
BPCL #1981,Fuel
Grubhub #2352,Food Delivery
Cable TV Bill #7595,Bills & Utilities
Zara #7993,Shopping
Auto Rickshaw #6015,Transport
Toppr #4636,Education
Burger King #4938,Coffee & Dining
Bolt #9934,Transport
Byju's #8790,Education
Taj Hotels #2763,Travel
HelpAge India #6811,Donations
Hilton #1716,Travel
AIIMS #2308,Healthcare
Rapido #8002,Transport
BPCL #4099,Fuel
Starbucks #5569,Coffee & Dining
Taj Hotels #1442,Travel
Walmart #3689,Shopping
Aldi #4388,Groceries
Uber Eats #8454,Food Delivery
Best Buy Electronics #4966,Electronics
Fortis Hospital #3898,Healthcare
Uber Eats #3124,Food Delivery
Hulu #6861,Entertainment
Disney+ #7133,Entertainment
HDFC ATM #9119,Cash Withdrawal
Amazon #9933,Shopping
Narayana Health #2670,Healthcare
Gojek #4667,Transport
Grab #1821,Transport
HDFC ATM #4505,Cash Withdrawal
Best Buy Electronics #7247,Electronics
Spotify #5665,Entertainment
McDonalds #1231,Coffee & Dining
Child Rights and You #3519,Donations
Cafe Coffee Day #6908,Coffee & Dining
Max Life #8794,Insurance
KFC #9831,Coffee & Dining
Total Petrol #7581,Fuel
Child Rights and You #6003,Donations
SBI ATM #7370,Cash Withdrawal
Zee5 #1540,Entertainment
Cable TV Bill #6027,Bills & Utilities
Target Electronics #4264,Electronics
Medlife #3558,Healthcare
Hulu #8739,Entertainment
ICICI Prudential #9784,Insurance
Apollo Pharmacy #1825,Healthcare
Hilton #7611,Travel
Max Hospital #1029,Healthcare
DoorDash #9818,Food Delivery
HelpAge India #7037,Donations
Shell Petrol #4937,Fuel
Shell Petrol #7045,Fuel
Airbnb #3049,Travel
ExxonMobil #7321,Fuel
Grab #7675,Transport
Child Rights and You #7513,Donations
Bank of Baroda ATM #1917,Cash Withdrawal
McDonalds #8246,Coffee & Dining
Apollo Pharmacy #5361,Healthcare
Child Rights and You #6642,Donations
Gas Bill #4392,Bills & Utilities
Foodpanda #1415,Food Delivery
Walmart Grocery #7962,Groceries
Walmart #3021,Shopping
BookMyShow #6677,Entertainment
Kotak ATM #3054,Cash Withdrawal
AIIMS #5900,Healthcare
Deliveroo #3402,Food Delivery
Expedia #3731,Travel
Axis ATM #6972,Cash Withdrawal
Uber Eats #6024,Food Delivery
Kotak ATM #4823,Cash Withdrawal
Bank of Baroda ATM #1273,Cash Withdrawal
Mobile Recharge #1349,Bills & Utilities
Chevron #5120,Fuel
Child Rights and You #1122,Donations
Save the Children #5895,Donations
Big Bazaar #8185,Shopping
Nike #6775,Shopping
Landline Bill #1041,Bills & Utilities
Canara Bank ATM #5309,Cash Withdrawal
Hotstar #9257,Entertainment
Indian Oil #8582,Fuel
Amazon #1246,Shopping
Water Bill #9549,Bills & Utilities
Swiggy #5652,Food Delivery
OnePlus Store #8121,Electronics
SBI ATM #5450,Cash Withdrawal
HP Petrol #7343,Fuel
McDonalds #5420,Coffee & Dining
Shell Petrol #7379,Fuel
Cafe Coffee Day #4131,Coffee & Dining
ICICI Prudential #4145,Insurance
Postmates #7423,Food Delivery
Best Buy #6681,Shopping
Water Bill #1338,Bills & Utilities
HDFC ATM #4251,Cash Withdrawal
UNICEF #8597,Donations
HelpAge India #1921,Donations
Manipal Hospital #8408,Healthcare
Amazon #2311,Shopping
Tata AIA #7398,Insurance
Quizlet #2688,Education
Zara #5731,Shopping
UNICEF #4140,Donations
Shell Petrol #1041,Fuel
HDFC ATM #2282,Cash Withdrawal
MakeMyTrip #1356,Travel
edX #6278,Education
Best Buy Electronics #5038,Electronics
Akshaya Patra #8049,Donations
Gulf Petrol #7764,Fuel
BookMyShow #6504,Entertainment
Punjab National Bank ATM #7636,Cash Withdrawal
Reliance Fresh #4393,Groceries
Caltex #3064,Fuel
H&M #4627,Shopping
Shell Petrol #6695,Fuel
Disney+ #1205,Entertainment
Uber Eats #4564,Food Delivery
Uber Eats #5656,Food Delivery
Barista #7337,Coffee & Dining
H&M #5674,Shopping
Chevron #6037,Fuel
Max Hospital #9537,Healthcare
Hilton #3182,Travel
Reliance Fresh #1500,Groceries
Electricity Bill #1589,Bills & Utilities
Amazon #8011,Shopping
OYO #7381,Travel
Taxi #6058,Transport
HelpAge India #5068,Donations
GiveIndia #6636,Donations
Broadband Bill #6991,Bills & Utilities
Ola #4255,Transport
H&M #9830,Shopping
Hyatt #9953,Travel
HelpAge India #6737,Donations
Child Rights and You #6101,Donations
DoorDash #9556,Food Delivery
UNICEF #2709,Donations
SonyLIV #6293,Entertainment
Apple TV+ #6161,Entertainment
Manipal Hospital #7515,Healthcare
McDonalds #7086,Coffee & Dining
Aditya Birla Sun Life #5262,Insurance
Khan Academy #9615,Education
Manipal Hospital #4197,Healthcare
Amazon Prime #1366,Entertainment
Narayana Health #8141,Healthcare
BPCL #3069,Fuel
Akshaya Patra #4444,Donations
Khan Academy #1637,Education
Swiggy #5340,Food Delivery
BPCL #6654,Fuel
Starbucks #4363,Coffee & Dining
BookMyShow #9832,Entertainment
Starbucks #2565,Coffee & Dining
Shell Petrol #3840,Fuel
Hotstar #4117,Entertainment
Aditya Birla Sun Life #2792,Insurance
Best Buy Electronics #8144,Electronics
Lidl #2414,Groceries
D-Mart Fresh #1674,Groceries
Unacademy #1143,Education
Save the Children #8807,Donations
Auto Rickshaw #1384,Transport
Tata AIA #3554,Insurance
UNICEF #1658,Donations
OnePlus Store #9889,Electronics
Manipal Hospital #7880,Healthcare
Grab #5236,Transport
Taxi #8002,Transport
AIIMS #9497,Healthcare
Save the Children #2848,Donations
Red Cross #2907,Donations
Walmart Grocery #1792,Groceries
MakeMyTrip #5996,Travel
Marriott #9749,Travel
Toppr #4942,Education
Shell Petrol #5951,Fuel
Pizza Hut #1213,Coffee & Dining
Landline Bill #4683,Bills & Utilities
Adidas #6411,Shopping
DoorDash #3301,Food Delivery
Tata AIA #5379,Insurance
Xiaomi Store #8126,Electronics
Water Bill #6358,Bills & Utilities
Xiaomi Store #1401,Electronics
Gojek #4235,Transport
Marriott #6084,Travel
Booking.com #5109,Travel
Water Bill #7063,Bills & Utilities
Airbnb #2213,Travel
Apple Store #2059,Electronics
D-Mart #4815,Shopping
Total Petrol #9948,Fuel
Carrefour #8354,Groceries
Flipkart #9719,Shopping
Kotak ATM #9436,Cash Withdrawal
YouTube Premium #8491,Entertainment
Coursera #2262,Education
Electricity Bill #7531,Bills & Utilities
Dominos #3418,Coffee & Dining
SBI Life #9667,Insurance
Apple TV+ #5518,Entertainment
Expedia #8902,Travel
Didi #3931,Transport
Bank of Baroda ATM #9750,Cash Withdrawal
Rapido #5056,Transport
AIIMS #8186,Healthcare
Quizlet #1080,Education
Pizza Hut #2410,Coffee & Dining
Zara #6547,Shopping
Pharmeasy #1433,Healthcare
Punjab National Bank ATM #4134,Cash Withdrawal
LIC #1639,Insurance
Medlife #7888,Healthcare
Mobile Recharge #5890,Bills & Utilities
Postmates #5641,Food Delivery
HDFC Insurance #9750,Insurance
Hilton #6708,Travel
DoorDash #7179,Food Delivery
Nike #8940,Shopping
Uber Eats #8457,Food Delivery
Byju's #3505,Education
Barista #2492,Coffee & Dining
Walmart Grocery #1851,Groceries
KFC #4556,Coffee & Dining
Subway #4765,Coffee & Dining
Uber Eats #1190,Food Delivery
KFC #3400,Coffee & Dining
Postmates #2205,Food Delivery
Landline Bill #5051,Bills & Utilities
Foodpanda #8996,Food Delivery
Amazon #3351,Shopping
Broadband Bill #9518,Bills & Utilities
H&M #5395,Shopping
Target #4715,Shopping
Narayana Health #3568,Healthcare
Deliveroo #5210,Food Delivery
Water Bill #5975,Bills & Utilities
Carrefour #2201,Groceries
AIIMS #5993,Healthcare
Vedantu #6793,Education
Lyft #1653,Transport
Tesco #3907,Groceries
Expedia #7509,Travel
Best Buy Electronics #4627,Electronics
HelpAge India #5076,Donations
Uber Eats #5893,Food Delivery
GiveIndia #5882,Donations
Caltex #5520,Fuel
ICICI Prudential #5367,Insurance
Zee5 #5098,Entertainment
Dunzo #4182,Food Delivery
Apollo Pharmacy #7640,Healthcare
H&M #8812,Shopping
Walmart Electronics #6737,Electronics
Bolt #9007,Transport
HP Petrol #3549,Fuel
Bank of Baroda ATM #1973,Cash Withdrawal
Unacademy #9408,Education
Starbucks #9420,Coffee & Dining
IKEA #6167,Shopping
Byju's #8121,Education
Walmart Electronics #6784,Electronics
Apple TV+ #3675,Entertainment
Subway #9009,Coffee & Dining
Pharmeasy #3065,Healthcare
Save the Children #2234,Donations
Udemy #3980,Education
Pizza Hut #1356,Coffee & Dining
SBI ATM #8632,Cash Withdrawal
Axis ATM #5926,Cash Withdrawal
Broadband Bill #9676,Bills & Utilities
Walmart #4616,Shopping
Subway #6055,Coffee & Dining
Pharmeasy #6529,Healthcare
Target Electronics #4111,Electronics
Coursera #5695,Education
Reliance Trends #7389,Shopping
Marriott #1524,Travel
HDFC Insurance #9381,Insurance
Subway #8829,Coffee & Dining
Broadband Bill #1552,Bills & Utilities
Carrefour #8084,Groceries
Child Rights and You #3849,Donations
Marriott #6832,Travel
Hyatt #7353,Travel
Walmart Electronics #1513,Electronics
Amazon Electronics #3628,Electronics
Gas Bill #5996,Bills & Utilities
Airbnb #9328,Travel
Barista #4255,Coffee & Dining
Target Electronics #2541,Electronics
BP #6938,Fuel
Electricity Bill #5395,Bills & Utilities
HelpAge India #6609,Donations
Foodpanda #7975,Food Delivery
D-Mart Fresh #2322,Groceries
Foodpanda #4618,Food Delivery
Uber Eats #6870,Food Delivery
Total Petrol #8433,Fuel
Tata AIA #5083,Insurance
Xiaomi Store #8387,Electronics
Nike #4680,Shopping
IKEA #5112,Shopping
Goibibo #8685,Travel
Apollo Pharmacy #6102,Healthcare
Barista #5432,Coffee & Dining
Broadband Bill #5009,Bills & Utilities
Zee5 #7483,Entertainment
Starbucks #1161,Coffee & Dining
Shell Petrol #3106,Fuel
Zara #1067,Shopping
Coursera #7008,Education
AIIMS #7302,Healthcare
D-Mart #7831,Shopping
Chevron #6098,Fuel
Netflix #4223,Entertainment
Pizza Hut #8953,Coffee & Dining
Starbucks #7542,Coffee & Dining
Amazon Electronics #2095,Electronics
Subway #4508,Coffee & Dining
SBI Life #5085,Insurance
Aldi #1069,Groceries
Hotstar #8273,Entertainment
Quizlet #3544,Education
Lyft #5882,Transport
D-Mart Fresh #6936,Groceries
Pizza Hut #9561,Coffee & Dining
Hilton #2161,Travel
Gojek #8965,Transport
Internet Bill #7132,Bills & Utilities
Auto Rickshaw #7114,Transport
Canara Bank ATM #3001,Cash Withdrawal
AIIMS #8354,Healthcare
SBI Life #4131,Insurance
Chegg #9948,Education
Manipal Hospital #8433,Healthcare
Barista #4161,Coffee & Dining
Pharmeasy #4963,Healthcare
YouTube Premium #7124,Entertainment
Target Electronics #9021,Electronics
Booking.com #6695,Travel
McDonalds #3741,Coffee & Dining
Netflix #4446,Entertainment
BPCL #2049,Fuel
Cafe Coffee Day #8398,Coffee & Dining
Big Bazaar #5624,Shopping
Broadband Bill #6630,Bills & Utilities
Grubhub #6847,Food Delivery
KFC #6276,Coffee & Dining
Spotify #9463,Entertainment
Cable TV Bill #6312,Bills & Utilities
OnePlus Store #2688,Electronics
Cafe Coffee Day #7839,Coffee & Dining
Goibibo #5686,Travel
Hulu #1847,Entertainment
Hyatt #8820,Travel
Pizza Hut #4799,Coffee & Dining
Best Buy Electronics #5379,Electronics
Bajaj Allianz #9151,Insurance
BigBasket #6750,Groceries
Foodpanda #7913,Food Delivery
edX #4111,Education
DoorDash #1604,Food Delivery
D-Mart Fresh #6595,Groceries
Hyatt #1426,Travel
GiveIndia #8154,Donations
Ola #1383,Transport
HelpAge India #2358,Donations
Disney+ #9681,Entertainment
Apple TV+ #9509,Entertainment
Deliveroo #1428,Food Delivery
Internet Bill #8986,Bills & Utilities
KFC #5230,Coffee & Dining
Postmates #4306,Food Delivery
Internet Bill #2718,Bills & Utilities
Child Rights and You #7909,Donations
Internet Bill #8299,Bills & Utilities
Amazon Electronics #7303,Electronics
Indian Oil #4580,Fuel
Auto Rickshaw #8360,Transport
Target #2867,Shopping
McDonalds #6580,Coffee & Dining
ExxonMobil #5626,Fuel
Apollo Pharmacy #2971,Healthcare
Max Hospital #6170,Healthcare
SonyLIV #9704,Entertainment
Just Eat #7570,Food Delivery
Lyft #8066,Transport
BPCL #1501,Fuel
Gulf Petrol #7769,Fuel
Max Life #4765,Insurance
Flipkart Electronics #6168,Electronics
Netmeds #5502,Healthcare
Grofers #7212,Groceries
Grofers #7308,Groceries
Uber Eats #3182,Food Delivery
Child Rights and You #9274,Donations
BookMyShow #2954,Entertainment
Taxi #7961,Transport
Landline Bill #5103,Bills & Utilities
OYO #1942,Travel
Costa Coffee #8455,Coffee & Dining
Aldi #8971,Groceries
Red Cross #6277,Donations
Zara #6805,Shopping
IKEA #8155,Shopping
Akshaya Patra #7024,Donations
Khan Academy #2783,Education
Fortis Hospital #5386,Healthcare
Byju's #3865,Education
Bank of Baroda ATM #7751,Cash Withdrawal
Zomato #9608,Food Delivery
Expedia #6655,Travel
Punjab National Bank ATM #5769,Cash Withdrawal
Save the Children #9642,Donations
Water Bill #2114,Bills & Utilities
Reliance Trends #3295,Shopping
BookMyShow #9818,Entertainment
Hotstar #6847,Entertainment
Mobile Recharge #7617,Bills & Utilities
Best Buy Electronics #9133,Electronics
edX #6471,Education
Chegg #4278,Education
Target Electronics #8721,Electronics
Deliveroo #7039,Food Delivery
UNICEF #7380,Donations
Khan Academy #9935,Education
Bajaj Allianz #8590,Insurance
Walmart Grocery #3395,Groceries
Dominos #8256,Coffee & Dining
Airbnb #5881,Travel
Carrefour #7280,Groceries
Adidas #9226,Shopping
Chegg #5600,Education
Grab #7196,Transport
Max Hospital #7703,Healthcare
Ola #3441,Transport
Dominos #8230,Coffee & Dining
Water Bill #9195,Bills & Utilities
Taxi #2465,Transport
Fortis Hospital #3524,Healthcare
Cafe Coffee Day #3242,Coffee & Dining
Cable TV Bill #3743,Bills & Utilities
Burger King #6003,Coffee & Dining
SBI Life #8170,Insurance
HP Petrol #6206,Fuel
KFC #7748,Coffee & Dining
Amazon Prime #5281,Entertainment
Subway #1720,Coffee & Dining
ICICI Prudential #5064,Insurance
Best Buy Electronics #8738,Electronics
OYO #1087,Travel
Hyatt #3976,Travel
HDFC ATM #2883,Cash Withdrawal
Broadband Bill #2264,Bills & Utilities
ICICI Prudential #4358,Insurance
GiveIndia #7203,Donations
Best Buy Electronics #3756,Electronics
Dominos #9104,Coffee & Dining
HDFC ATM #8259,Cash Withdrawal
Broadband Bill #2017,Bills & Utilities
ICICI ATM #7305,Cash Withdrawal
Mobile Recharge #2448,Bills & Utilities
Tata AIA #8503,Insurance
Pizza Hut #2333,Coffee & Dining
SBI ATM #6032,Cash Withdrawal
Foodpanda #1514,Food Delivery
Apple Store #7218,Electronics
Tesco #4745,Groceries
Mobile Recharge #7596,Bills & Utilities
Medlife #5533,Healthcare
SonyLIV #1577,Entertainment
YouTube Premium #7554,Entertainment
Foodpanda #9946,Food Delivery
Coursera #9550,Education
Quizlet #5542,Education
LIC #4883,Insurance
HDFC Insurance #2020,Insurance
Airbnb #3341,Travel
Toppr #9819,Education
Aldi #6400,Groceries
HDFC ATM #6063,Cash Withdrawal
Max Hospital #6025,Healthcare
Xiaomi Store #1392,Electronics
YouTube Premium #8247,Entertainment
Apple Store #6231,Electronics
Costa Coffee #9777,Coffee & Dining
Apollo Pharmacy #7936,Healthcare
Barista #8005,Coffee & Dining
Tata AIA #3422,Insurance
Manipal Hospital #8696,Healthcare
Electricity Bill #6528,Bills & Utilities
Expedia #6863,Travel
Indian Oil #7969,Fuel
D-Mart Fresh #2764,Groceries
SBI ATM #9873,Cash Withdrawal
Airbnb #5058,Travel
Nike #5604,Shopping
Save the Children #2721,Donations
Medlife #4563,Healthcare
Reliance Fresh #9527,Groceries
Landline Bill #9576,Bills & Utilities
Pizza Hut #5573,Coffee & Dining
Khan Academy #3716,Education
Samsung Store #6760,Electronics
Vedantu #6319,Education
Netflix #4894,Entertainment
GiveIndia #3882,Donations
Just Eat #6347,Food Delivery
Expedia #6653,Travel
HDFC ATM #5476,Cash Withdrawal
Punjab National Bank ATM #1254,Cash Withdrawal
Best Buy Electronics #1872,Electronics
Xiaomi Store #9386,Electronics
Khan Academy #3453,Education
SBI Life #8360,Insurance
Caltex #4197,Fuel
Punjab National Bank ATM #1060,Cash Withdrawal
Amazon Prime #2999,Entertainment
Costa Coffee #4432,Coffee & Dining
IKEA #8020,Shopping
KFC #5216,Coffee & Dining
Udemy #4452,Education
Best Buy #3187,Shopping
Carrefour #8168,Groceries
Amazon Prime #5326,Entertainment
Vedantu #2108,Education
Uber #9828,Transport
Uber Eats #7002,Food Delivery
Deliveroo #3520,Food Delivery
Lidl #3284,Groceries
BookMyShow #3690,Entertainment
Samsung Store #1214,Electronics
Walmart #6670,Shopping
Taj Hotels #7987,Travel
LIC #6567,Insurance
Coursera #3426,Education
Vedantu #7073,Education
BookMyShow #8851,Entertainment
ICICI ATM #1259,Cash Withdrawal
Fortis Hospital #9832,Healthcare
Burger King #1458,Coffee & Dining
Walmart #5299,Shopping
Vedantu #4476,Education
HelpAge India #7080,Donations
Walmart Electronics #1948,Electronics
HelpAge India #1472,Donations
Unacademy #1468,Education
Hotstar #7709,Entertainment
Foodpanda #5663,Food Delivery
ExxonMobil #6125,Fuel
Quizlet #6019,Education
Aditya Birla Sun Life #9847,Insurance
Axis ATM #6267,Cash Withdrawal
Netflix #6757,Entertainment
Adidas #8559,Shopping
Grubhub #5513,Food Delivery
OnePlus Store #4764,Electronics
BigBasket #4517,Groceries
KFC #7869,Coffee & Dining
Bank of Baroda ATM #7845,Cash Withdrawal
ICICI Prudential #7572,Insurance
Fortis Hospital #6404,Healthcare
Bolt #5102,Transport
Electricity Bill #6677,Bills & Utilities
Hulu #6963,Entertainment
Max Life #8619,Insurance
Target Electronics #1051,Electronics
Mobile Recharge #5756,Bills & Utilities
Apple TV+ #2791,Entertainment
Marriott #7902,Travel
Expedia #6937,Travel
Postmates #6965,Food Delivery
